# Moment       
# CofR         : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
#
# Time         	(total_x total_y total_z)	(pressureFluid_x pressureFluid_y pressureFluid_z)	(pressureParticle_x pressureParticle_y pressureParticle_z)	(viscous_x viscous_y viscous_z)
1.30708        	(3.7262126e-06 -1.3008332e-09 9.7345272e-06)	(3.7262126e-06 -1.3008332e-09 9.7345272e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.30805        	(3.7146879e-06 -3.9558812e-10 9.7238914e-06)	(3.7146879e-06 -3.9558812e-10 9.7238914e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.30902        	(3.7247151e-06 -7.7981232e-10 9.7437351e-06)	(3.7247151e-06 -7.7981232e-10 9.7437351e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.30999        	(3.7319363e-06 -1.5523187e-09 9.7484272e-06)	(3.7319363e-06 -1.5523187e-09 9.7484272e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.31096        	(3.6937150e-06 -1.4892401e-09 9.6508468e-06)	(3.6937150e-06 -1.4892401e-09 9.6508468e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.31193        	(3.7269303e-06 -1.7036605e-09 9.7349050e-06)	(3.7269303e-06 -1.7036605e-09 9.7349050e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.3129         	(3.7035867e-06 -1.4570432e-09 9.6799998e-06)	(3.7035867e-06 -1.4570432e-09 9.6799998e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.31387        	(3.7251661e-06 -3.3100485e-09 9.7005805e-06)	(3.7251661e-06 -3.3100485e-09 9.7005805e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.31483        	(3.7036631e-06 -1.6583853e-09 9.6787860e-06)	(3.7036631e-06 -1.6583853e-09 9.6787860e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.3158         	(3.7193609e-06 -2.2535284e-09 9.7092969e-06)	(3.7193609e-06 -2.2535284e-09 9.7092969e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.31677        	(3.7039541e-06 -2.3970112e-09 9.6673299e-06)	(3.7039541e-06 -2.3970112e-09 9.6673299e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.31774        	(3.7148811e-06 -2.5936049e-09 9.6933702e-06)	(3.7148811e-06 -2.5936049e-09 9.6933702e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.3187         	(3.7013794e-06 -7.8296936e-10 9.6957361e-06)	(3.7013794e-06 -7.8296936e-10 9.6957361e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.31967        	(3.7115812e-06 -1.4221604e-09 9.7109765e-06)	(3.7115812e-06 -1.4221604e-09 9.7109765e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.32064        	(3.7006189e-06 -1.0681236e-09 9.6906772e-06)	(3.7006189e-06 -1.0681236e-09 9.6906772e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.32161        	(3.7067379e-06 -2.2273209e-09 9.6847517e-06)	(3.7067379e-06 -2.2273209e-09 9.6847517e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.32258        	(3.6981010e-06 -1.6873275e-09 9.6742975e-06)	(3.6981010e-06 -1.6873275e-09 9.6742975e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.32354        	(3.7043559e-06 -2.1378910e-09 9.6830045e-06)	(3.7043559e-06 -2.1378910e-09 9.6830045e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.32451        	(3.6963657e-06 -2.6414533e-09 9.6532483e-06)	(3.6963657e-06 -2.6414533e-09 9.6532483e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.32548        	(3.7016711e-06 -3.6419130e-09 9.6484112e-06)	(3.7016711e-06 -3.6419130e-09 9.6484112e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.32645        	(3.6951394e-06 -4.1694046e-09 9.6220091e-06)	(3.6951394e-06 -4.1694046e-09 9.6220091e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.32741        	(3.7005500e-06 -3.6323477e-09 9.6483989e-06)	(3.7005500e-06 -3.6323477e-09 9.6483989e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.32838        	(3.6953152e-06 -3.2017740e-09 9.6446848e-06)	(3.6953152e-06 -3.2017740e-09 9.6446848e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.32935        	(3.6979108e-06 -3.7596292e-09 9.6416641e-06)	(3.6979108e-06 -3.7596292e-09 9.6416641e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.33032        	(3.6945613e-06 -2.9595844e-09 9.6503425e-06)	(3.6945613e-06 -2.9595844e-09 9.6503425e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.33129        	(3.6974754e-06 -3.1475085e-09 9.6556150e-06)	(3.6974754e-06 -3.1475085e-09 9.6556150e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.33225        	(3.6947250e-06 -2.5743134e-09 9.6613134e-06)	(3.6947250e-06 -2.5743134e-09 9.6613134e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.33322        	(3.6968487e-06 -2.3782788e-09 9.6722451e-06)	(3.6968487e-06 -2.3782788e-09 9.6722451e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.33419        	(3.6930669e-06 -2.1375087e-09 9.6685545e-06)	(3.6930669e-06 -2.1375087e-09 9.6685545e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.33516        	(3.6932255e-06 -2.5307478e-09 9.6624811e-06)	(3.6932255e-06 -2.5307478e-09 9.6624811e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.33613        	(3.6905597e-06 -2.7545150e-09 9.6523935e-06)	(3.6905597e-06 -2.7545150e-09 9.6523935e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.33709        	(3.6927348e-06 -2.8162125e-09 9.6583052e-06)	(3.6927348e-06 -2.8162125e-09 9.6583052e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.33806        	(3.6920651e-06 -3.1354553e-09 9.6515616e-06)	(3.6920651e-06 -3.1354553e-09 9.6515616e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.33903        	(3.6929231e-06 -3.3210031e-09 9.6515332e-06)	(3.6929231e-06 -3.3210031e-09 9.6515332e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.34           	(3.6898116e-06 -3.9068284e-09 9.6330177e-06)	(3.6898116e-06 -3.9068284e-09 9.6330177e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.34096        	(3.6903279e-06 -4.3373592e-09 9.6271799e-06)	(3.6903279e-06 -4.3373592e-09 9.6271799e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.34193        	(3.6882696e-06 -5.2506069e-09 9.6048687e-06)	(3.6882696e-06 -5.2506069e-09 9.6048687e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.3429         	(3.6903861e-06 -4.9393483e-09 9.6181715e-06)	(3.6903861e-06 -4.9393483e-09 9.6181715e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.34387        	(3.6872563e-06 -5.2859310e-09 9.6044449e-06)	(3.6872563e-06 -5.2859310e-09 9.6044449e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.34484        	(3.6867186e-06 -4.2810503e-09 9.6247148e-06)	(3.6867186e-06 -4.2810503e-09 9.6247148e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.3458         	(3.6848288e-06 -3.5480027e-09 9.6359664e-06)	(3.6848288e-06 -3.5480027e-09 9.6359664e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.34677        	(3.6850912e-06 -2.7549749e-09 9.6541002e-06)	(3.6850912e-06 -2.7549749e-09 9.6541002e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.34774        	(3.6838566e-06 -2.7889057e-09 9.6516786e-06)	(3.6838566e-06 -2.7889057e-09 9.6516786e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.34871        	(3.6839226e-06 -3.3989734e-09 9.6411160e-06)	(3.6839226e-06 -3.3989734e-09 9.6411160e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.34967        	(3.6834750e-06 -3.0712138e-09 9.6480536e-06)	(3.6834750e-06 -3.0712138e-09 9.6480536e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.35064        	(3.6841872e-06 -5.3523363e-09 9.6056372e-06)	(3.6841872e-06 -5.3523363e-09 9.6056372e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.35161        	(3.6848556e-06 -4.8674122e-09 9.6186941e-06)	(3.6848556e-06 -4.8674122e-09 9.6186941e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.35258        	(3.6848077e-06 -4.8133174e-09 9.6212149e-06)	(3.6848077e-06 -4.8133174e-09 9.6212149e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.35355        	(3.6820915e-06 -4.8714800e-09 9.6144514e-06)	(3.6820915e-06 -4.8714800e-09 9.6144514e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.35451        	(3.6822122e-06 -4.3141593e-09 9.6275444e-06)	(3.6822122e-06 -4.3141593e-09 9.6275444e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.35548        	(3.6804503e-06 -3.8005961e-09 9.6348001e-06)	(3.6804503e-06 -3.8005961e-09 9.6348001e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.35645        	(3.6788599e-06 -2.9544796e-09 9.6491961e-06)	(3.6788599e-06 -2.9544796e-09 9.6491961e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.35742        	(3.6790390e-06 -4.0852627e-09 9.6285612e-06)	(3.6790390e-06 -4.0852627e-09 9.6285612e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.35838        	(3.6752805e-06 -2.0368859e-09 9.6613984e-06)	(3.6752805e-06 -2.0368859e-09 9.6613984e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.35935        	(3.6728097e-06 -2.8733416e-09 9.6396979e-06)	(3.6728097e-06 -2.8733416e-09 9.6396979e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.36032        	(3.6730280e-06 -4.7020875e-09 9.6051785e-06)	(3.6730280e-06 -4.7020875e-09 9.6051785e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.36129        	(3.6705255e-06 -4.1698084e-09 9.6109015e-06)	(3.6705255e-06 -4.1698084e-09 9.6109015e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.36226        	(3.6701298e-06 -3.1574949e-09 9.6318363e-06)	(3.6701298e-06 -3.1574949e-09 9.6318363e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.36322        	(3.6679780e-06 -3.6461031e-09 9.6179988e-06)	(3.6679780e-06 -3.6461031e-09 9.6179988e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.36419        	(3.6683898e-06 -4.0481515e-09 9.6126821e-06)	(3.6683898e-06 -4.0481515e-09 9.6126821e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.36516        	(3.6694278e-06 -4.1926853e-09 9.6142014e-06)	(3.6694278e-06 -4.1926853e-09 9.6142014e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.36613        	(3.6688194e-06 -4.0241407e-09 9.6176659e-06)	(3.6688194e-06 -4.0241407e-09 9.6176659e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.36709        	(3.6681055e-06 -3.3050594e-09 9.6319134e-06)	(3.6681055e-06 -3.3050594e-09 9.6319134e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.36806        	(3.6670381e-06 -2.2077582e-09 9.6528275e-06)	(3.6670381e-06 -2.2077582e-09 9.6528275e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.36903        	(3.6665657e-06 -8.7204241e-10 9.6801081e-06)	(3.6665657e-06 -8.7204241e-10 9.6801081e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.37           	(3.6670790e-06 -6.2371675e-10 9.6881733e-06)	(3.6670790e-06 -6.2371675e-10 9.6881733e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.37097        	(3.6661390e-06 -4.4818052e-10 9.6909406e-06)	(3.6661390e-06 -4.4818052e-10 9.6909406e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.37193        	(3.6661402e-06 -2.5898957e-10 9.6964793e-06)	(3.6661402e-06 -2.5898957e-10 9.6964793e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.3729         	(3.6661399e-06 7.6221130e-10 9.7187212e-06)	(3.6661399e-06 7.6221130e-10 9.7187212e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.37387        	(3.6668581e-06 3.5159216e-10 9.7141311e-06)	(3.6668581e-06 3.5159216e-10 9.7141311e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.37484        	(3.6641011e-06 6.1294246e-10 9.7138336e-06)	(3.6641011e-06 6.1294246e-10 9.7138336e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.3758         	(3.6647479e-06 1.4775049e-09 9.7346581e-06)	(3.6647479e-06 1.4775049e-09 9.7346581e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.37677        	(3.6668292e-06 1.5367845e-09 9.7431242e-06)	(3.6668292e-06 1.5367845e-09 9.7431242e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.37774        	(3.6662643e-06 1.7172237e-09 9.7470171e-06)	(3.6662643e-06 1.7172237e-09 9.7470171e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.37871        	(3.6661701e-06 2.1697483e-09 9.7576189e-06)	(3.6661701e-06 2.1697483e-09 9.7576189e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.37968        	(3.6673775e-06 1.7233543e-09 9.7536335e-06)	(3.6673775e-06 1.7233543e-09 9.7536335e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.38064        	(3.6662531e-06 1.0269528e-09 9.7384546e-06)	(3.6662531e-06 1.0269528e-09 9.7384546e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.38161        	(3.6645052e-06 1.0074935e-09 9.7352058e-06)	(3.6645052e-06 1.0074935e-09 9.7352058e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.38258        	(3.6639416e-06 1.6476737e-09 9.7483305e-06)	(3.6639416e-06 1.6476737e-09 9.7483305e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.38355        	(3.6635460e-06 1.8569093e-09 9.7532535e-06)	(3.6635460e-06 1.8569093e-09 9.7532535e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.38452        	(3.6622348e-06 2.0365832e-09 9.7551534e-06)	(3.6622348e-06 2.0365832e-09 9.7551534e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.38548        	(3.6618187e-06 1.8950170e-09 9.7529817e-06)	(3.6618187e-06 1.8950170e-09 9.7529817e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.38645        	(3.6616856e-06 3.2811111e-09 9.7822032e-06)	(3.6616856e-06 3.2811111e-09 9.7822032e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.38742        	(3.6589369e-06 1.5268784e-09 9.7414887e-06)	(3.6589369e-06 1.5268784e-09 9.7414887e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.38839        	(3.6607018e-06 1.9696927e-09 9.7568211e-06)	(3.6607018e-06 1.9696927e-09 9.7568211e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.38935        	(3.6596610e-06 2.5226700e-09 9.7669124e-06)	(3.6596610e-06 2.5226700e-09 9.7669124e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.39032        	(3.6585520e-06 2.3693351e-09 9.7626522e-06)	(3.6585520e-06 2.3693351e-09 9.7626522e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.39129        	(3.6591126e-06 2.1371921e-09 9.7612424e-06)	(3.6591126e-06 2.1371921e-09 9.7612424e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.39226        	(3.6598715e-06 1.7134935e-09 9.7565158e-06)	(3.6598715e-06 1.7134935e-09 9.7565158e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.39323        	(3.6580833e-06 2.5622703e-09 9.7705357e-06)	(3.6580833e-06 2.5622703e-09 9.7705357e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.39419        	(3.6593930e-06 2.5164966e-09 9.7748438e-06)	(3.6593930e-06 2.5164966e-09 9.7748438e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.39516        	(3.6599890e-06 2.7878970e-09 9.7836120e-06)	(3.6599890e-06 2.7878970e-09 9.7836120e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.39613        	(3.6608350e-06 3.2647045e-09 9.7971586e-06)	(3.6608350e-06 3.2647045e-09 9.7971586e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.3971         	(3.6621841e-06 2.8002828e-09 9.7931684e-06)	(3.6621841e-06 2.8002828e-09 9.7931684e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.39806        	(3.6620151e-06 2.1728326e-09 9.7818707e-06)	(3.6620151e-06 2.1728326e-09 9.7818707e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.39903        	(3.6612104e-06 2.1313247e-09 9.7806239e-06)	(3.6612104e-06 2.1313247e-09 9.7806239e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.4            	(3.6617317e-06 3.7133293e-09 9.8154413e-06)	(3.6617317e-06 3.7133293e-09 9.8154413e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.401          	(3.6893680e-06 3.4168605e-09 9.8847920e-06)	(3.6893680e-06 3.4168605e-09 9.8847920e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.40199        	(3.6524151e-06 4.8207052e-09 9.8163591e-06)	(3.6524151e-06 4.8207052e-09 9.8163591e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.40299        	(3.6748763e-06 4.3827341e-09 9.8691087e-06)	(3.6748763e-06 4.3827341e-09 9.8691087e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.40398        	(3.6523801e-06 5.3707490e-09 9.8307686e-06)	(3.6523801e-06 5.3707490e-09 9.8307686e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.40498        	(3.6711949e-06 4.3623823e-09 9.8623866e-06)	(3.6711949e-06 4.3623823e-09 9.8623866e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.40597        	(3.6494748e-06 6.0160578e-09 9.8394015e-06)	(3.6494748e-06 6.0160578e-09 9.8394015e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.40696        	(3.6700118e-06 3.7386629e-09 9.8501732e-06)	(3.6700118e-06 3.7386629e-09 9.8501732e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.40795        	(3.6529089e-06 5.0854525e-09 9.8332980e-06)	(3.6529089e-06 5.0854525e-09 9.8332980e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.40894        	(3.6697760e-06 4.2002157e-09 9.8621906e-06)	(3.6697760e-06 4.2002157e-09 9.8621906e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.40992        	(3.6555039e-06 5.6898474e-09 9.8556819e-06)	(3.6555039e-06 5.6898474e-09 9.8556819e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.41091        	(3.6692704e-06 5.1577912e-09 9.8833836e-06)	(3.6692704e-06 5.1577912e-09 9.8833836e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.41191        	(3.6629957e-06 5.6267796e-09 9.8777213e-06)	(3.6629957e-06 5.6267796e-09 9.8777213e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.41291        	(3.6668823e-06 5.9591997e-09 9.8963994e-06)	(3.6668823e-06 5.9591997e-09 9.8963994e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.4139         	(3.6629822e-06 6.5193731e-09 9.8988650e-06)	(3.6629822e-06 6.5193731e-09 9.8988650e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
1.4149         	(3.6693963e-06 7.1814584e-09 9.9308648e-06)	(3.6693963e-06 7.1814584e-09 9.9308648e-06)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)
