time	pressure
0	5.204776890344029
10.328068043742405	5.001865813916835
13.973268529769143	4.465568869886168
18.22600243013366	4.0630411241655935
19.441069258809236	3.795014667229289
24.90886998784933	3.693498121476175
29.76913730255164	3.05653873724561
36.45200486026732	2.352267701083388
42.527339003645196	2.0163195168202854
47.9951397326853	1.6470205442889316
52.85540704738763	1.3113163901838867
60.14580801944105	1.0085969791099991
68.0437424058323	0.9735379797353261
75.33414337788578	0.9720737987869654
85.0546780072904	0.7358119340915188
94.775212636695	0.2987132493123923
99.63547995139733	0.23079152198558717
106.92588092345078	0.19585453768994654
118.46901579586877	0.19353625118837314
127.58201701093562	-0.00913079508076109
133.0498177399757	-0.17759294752843147
142.7703523693803	-0.14607238544563472
