time	pressure
0.6075334143377802	-2.2263074678312336
10.328068043742405	-2.228259709095717
16.403402187120292	-2.162534253191456
23.08626974483596	-2.6994412726172747
27.946537059538272	-3.0016726233750397
29.161603888213847	-3.3366446870059043
42.527339003645196	-3.272383412050008
51.03280680437423	-3.37451003319827
61.968408262454446	-3.175869484537131
71.68894289185907	-3.0104577090652143
80.19441069258811	-2.9786931168243562
89.91494532199273	-2.7798085380051596
103.28068043742407	-2.6820744597019797
111.17861482381532	-2.884497475813056
120.29161603888214	-2.819382095303947
130.01215066828678	-2.687443123179307
137.30255164034025	-2.9566897309059144
151.27582017010934	-2.6582408475980834
160.3888213851762	-2.626598270436258
167.07168894289185	-2.6279404363055896
177.39975698663426	-2.7304331026909416
184.69015795868773	-2.464114856861059
199.2709599027947	-2.701352842188747
207.1688942891859	-2.8703030549525437
215.67436208991495	-2.671174445975282
224.78736330498174	-2.572586262118893
232.07776427703527	-2.6075232464145337
239.9756986634265	-2.2409086056218435
260.6318347509113	-1.9772746915306314
284.3256379100851	-2.082451689654647
306.1968408262455	-1.7521161990269292
323.20777642770355	-1.6551142111979367
345.68651275820173	-1.4587919490383676
360.87484811664643	-1.7296247527923683
374.8481166464155	-1.7324310996100607
377.8857837181045	-1.9004051917416156
393.0741190765492	-1.7360915519809659
416.1603888213852	-1.5733641082477092
422.84325637910086	-1.6751246841588845
426.48845686512755	-1.475019954549385
433.778857837181	-1.5434297421923056
451.3973268529769	-1.312658556053222
464.76306196840835	-1.5831253145701254
472.6609963547995	-1.3169290838192786
477.5212636695019	-1.4183236144933602
483.59659781287974	-1.3525981585890996
493.924665856622	-1.4550908249744552
504.86026731470236	-1.1895046696187528
513.9732685297691	-1.2248076991514871
