time	velocity
0.22230039378926847	0.3168674698795181
2.017803574394918	0.3409638554216868
3.7571209411856756	0.41124497991967873
5.498881169446662	0.47951807228915666
6.021653524071965	0.5497991967871486
7.182012722422556	0.5959839357429719
12.62959380099474	0.6180722891566265
22.953126374109573	0.6321285140562249
34.4980896823303	0.6421686746987951
42.41296084581634	0.636144578313253
48.505457352524445	0.6281124497991968
55.198897780904645	0.6261044176706827
61.291394287612746	0.6180722891566265
65.55418755313224	0.6140562248995984
75.28166192751542	0.6180722891566265
82.58337486197831	0.6160642570281125
88.66365706133539	0.6180722891566265
95.98491288755997	0.6
108.1772344853868	0.5779116465863454
117.90470885976998	0.5819277108433736
127.64195468003402	0.5779116465863454
135.55682584352007	0.5718875502008032
144.08241237455906	0.563855421686747
