time	velocity
1.7979460420758642	0.02168674698795192
9.70793148262149	0.01967871485943784
18.22863229072007	0.015662650602409678
30.396525273844787	0.013654618473895597
41.95614575088675	0.011646586345381515
60.19943521042808	0.015662650602409678
74.18725998886055	0.01767068273092376
98.50838878628872	0.025702811244979973
111.8806124742278	0.03373493975903619
125.24550757775626	0.047791164658634644
136.78802802450681	0.05983935742971891
152.58601315236615	0.07389558232931726
165.95090825589463	0.08795180722891571
180.52990551011828	0.10401606425702814
195.71961813189495	0.1180722891566266
220.61726223629307	0.15220883534136553
241.2594416595823	0.1843373493975904
257.04765534156087	0.20642570281124506
272.84564046942023	0.2204819277108434
286.81880807903144	0.23453815261044186
301.3855910259041	0.2606425702811245
316.57286078621047	0.276706827309237
331.7479162391659	0.3028112449799197
349.97899139135615	0.3168674698795181
371.25387193543025	0.32891566265060246
398.5968203715103	0.35301204819277116
413.7792044088763	0.3730923694779117
427.14409951240486	0.3871485943775101
441.72798248956894	0.3991967871485944
458.13424012351095	0.41325301204819276
473.3312813296983	0.421285140562249
490.9662982831569	0.42530120481927713
512.8543370562542	0.43333333333333335
