time	velocity
-0.06351439822550731	0.051807228915662695
9.072787500366431	0.0417670682730924
13.328252181475307	0.04377510040160648
16.990101525322714	0.03373493975903619
28.54972200236469	0.031726907630522105
37.66648100919494	0.03775100401606424
45.566695003859735	0.04377510040160648
55.284397932362054	0.05582329317269086
69.255122680503	0.07188755020080317
95.98735574903017	0.09799196787148601
110.56635300325391	0.11405622489959844
119.6757834256735	0.1261044176706828
129.3910434927056	0.14016064257028116
148.2084053977467	0.17228915662650612
167.64136839328114	0.19839357429718874
186.47827319008388	0.21445783132530127
200.4514407996951	0.22851405622489962
213.81389304175337	0.2445783132530121
234.46095818798307	0.2726907630522089
255.10802333421276	0.30080321285140565
272.1176677512971	0.31887550200803216
287.31226609601424	0.32891566265060246
301.88882048876775	0.3469879518072289
312.83528273678655	0.348995983935743
326.8133360693381	0.3590361445783133
347.4579583540976	0.3891566265060241
361.43601168664924	0.3991967871485944
374.19507714556516	0.41124497991967873
386.95902832742155	0.41927710843373495
402.1585123950791	0.42530120481927713
417.36043932420677	0.42931726907630524
436.81783093444324	0.43534136546184743
458.70342684607033	0.4453815261044177
475.1243416488337	0.44738955823293175
494.58173325907023	0.45341365461847394
512.829908441552	0.45341365461847394
