time	pressure
1.6077170418005835	0.4047834098052654
6.430868167202561	0.40565049315365087
9.646302250803785	0.6758914700675547
14.469453376205763	0.8565338343148206
19.292604501607684	0.6776256367643292
20.900321543408324	0.40825174319881086
25.723472668810246	0.13945590519888285
28.938906752411526	-0.03974132013440013
30.546623794212167	-0.309115213699922
33.76205787781345	-0.5782000794826416
40.192926045016065	-0.2174934065537073
43.408360128617346	-0.12702771053868034
49.83922829581991	-0.2157592398569328
57.87781350482311	-0.3042017413923972
62.70096463022509	-0.48310993894288146
70.73954983922829	-0.391777159579469
75.56270096463021	-0.39091007623108
83.60128617363341	-0.29957729686766754
90.03215434083597	-0.38830882618592
98.07073954983923	-0.4767513277213773
102.89389067524115	-0.565771884822432
107.71704180064307	-0.6547924419234832
112.540192926045	-0.6539253585751013
115.75562700964633	-0.743234943458944
118.97106109324761	-0.6527692474439135
122.18649517684884	-0.562303551428883
127.00964630225076	-0.7412117489793744
130.22508038585204	-0.8305213338632171
133.44051446945332	-0.8299432782976268
139.871382636656	-0.738899526717006
146.30225080385856	-0.7377434155858253
151.12540192926042	-0.7368763322374363
155.9485530546624	-0.7360092488890473
163.98713826366566	-0.464901188626758
170.41800643086822	-0.7334079988438873
173.6334405144695	-0.8227175837277372
178.45659163987136	-0.6420752194804749
181.67202572347264	-0.6414971639148845
186.49517684887462	-0.7305177210159357
194.53376205787777	-0.9088478630008368
204.1800643086816	-0.9071136963040587
215.43408360128615	-1.1747534231728025
217.04180064308684	-1.264352035839451
225.0803858520901	-1.0831316160265914
229.90353697749197	-1.0822645326782023
244.3729903536978	-1.0796632826330423
249.19614147909977	-0.8091332779363469
252.41157556270093	-0.7186675819213093
258.8424437299035	-0.8073991112395689
266.88102893890675	-0.6261786914267162
