time	pressure
1.2150668286755746	-3.464923206759636
18.83353584447144	-3.2341520206205523
27.339003645200492	-4.373935545534504
41.31227217496962	-4.175905072268513
55.28554070473875	-4.279129829128053
72.90400972053463	-4.450032283156325
84.44714459295263	-4.519296176352459
113.00121506682866	-4.658922098455999
130.61968408262453	-4.896770159178843
148.2381530984204	-4.900308596470715
164.03402187120292	-5.0038993985673414
179.22235722964763	-5.040422578890375
194.4106925880924	-5.177364169255249
209.5990279465371	-5.079996136189166
228.43256379100853	-5.05030580029182
246.65856622114222	-5.053966252662725
269.74483596597815	-5.092075629013152
285.54070473876067	-5.095248021067938
306.80437424058323	-4.999100138792155
324.4228432563791	-5.069584182778591
343.86391251518836	-5.140434272002114
374.24058323207777	-5.046116615911785
393.0741190765492	-5.016426280014439
405.8323207776428	-5.152879810063194
424.0583232077764	-5.223485869128659
434.38639125151883	-5.158614518777611
441.0692588092345	-5.159956684646943
455.65006075334145	-5.095939439849108
470.2308626974484	-5.199286211787673
484.81166464155524	-5.302632983726237
492.1020656136087	-5.237151557980042
498.7849331713244	-5.338912133891213
513.9732685297691	-5.408908117561531
