time	velocity
1.955522567015862	0.13276428102429438
3.6255673870221017	0.15402095406663063
6.922835364983314	0.18060464186816638
6.9656570270347515	0.19653430015130313
8.621427959690493	0.21248108709926083
13.446001884153077	0.2072225869993436
18.327671358017597	0.2232036312769421
24.822290102486477	0.23920180421936132
32.92985811755966	0.25521710582660084
41.0374261326329	0.2712324074338406
44.32042022324356	0.29250620914099756
54.02666362157066	0.3032287533186788
60.49273459133855	0.3086071540723401
71.81192726027007	0.3193468269148423
81.50389677124662	0.32475948499814433
91.19586628222328	0.3301721430814468
99.27488652259558	0.3355676724999288
107.35390676296782	0.34096320191841056
110.57980530417649	0.3409974592480518
118.68737331924973	0.3570127608552913
121.94181963515939	0.3676667903736903
128.37934283022634	0.3624254189385938
144.55165719832138	0.3785263638699363
154.27217448399898	0.39455879414199657
172.0146164606469	0.39474720945502284
176.86773815981036	0.4001084815438638
184.96103228753321	0.41081389705672455
194.65300179850982	0.41622655514002704
199.5061234976733	0.42158782722886756
209.169545233949	0.41638071312341207
213.9941191584116	0.41112221302349483
218.83296697022462	0.4111735990179566
