time	velocity
2.4208757169798503	0.009638554216867434
14.586325838634352	0.009638554216867434
29.187308846089962	0.007630522088353464
43.17757648599263	0.007630522088353464
59.60093415022621	0.007630522088353464
76.02429181445979	0.007630522088353464
96.70555702127243	0.007630522088353464
121.03890012605163	0.005622489959839383
146.5814596585857	0.009638554216867434
179.42817498705278	0.009638554216867434
206.79066631489457	0.01767068273092376
239.01933769139816	0.025702811244979973
254.82953712660856	0.029718875502008135
265.1603982841341	0.03775100401606424
274.26982870655365	0.049799196787148725
282.1627141168078	0.06184738955823299
293.09207633453514	0.07791164658634542
304.0287671366732	0.08795180722891571
316.7853897341189	0.10200803212851406
327.1138080301742	0.11204819277108446
340.47381741076225	0.13012048192771086
353.22066856232715	0.15220883534136553
365.35191862339866	0.18032128514056234
