time,posZ
-0.01,0.0
-0.00011812023597123321,-0.016404850205672027
0.009763759528057534,-0.024381638197425132
0.0196456392920863,-0.031470538613678684
0.029527519056115066,-0.0369558646671018
0.03940939882014383,-0.043934384461013776
0.0492912785841726,-0.05087769205988607
0.05917315834820137,-0.05771431599576599
0.06905503811223014,-0.06493979366143972
0.07893691787625891,-0.07745168597019142
0.08881879764028767,-0.09150350635217688
0.09870067740431644,-0.10320654046528187
0.10858255716834521,-0.1173857870455361
0.11846443693237398,-0.12037325660267649
0.12834631669640273,-0.12680769657901428
0.1382281964604315,-0.13033822079106927
0.14811007622446026,-0.13299725686922176
0.15799195598848903,-0.13844775633748818
0.1678738357525178,-0.14516406997934006
0.17775571551654656,-0.14241137966533957
0.18763759528057533,-0.133547396353072
0.1975194750446041,-0.12445695356401065
0.20740135480863287,-0.1190009216127596
0.21728323457266163,-0.1243071494467852
0.2271651143366904,-0.12264779212268549
0.23704699410071917,-0.12892569681295443
0.24692887386474793,-0.12569270708604677
0.2568107536287767,-0.12634122842376147
0.26669263339280547,-0.1326726381692148
0.27657451315683423,-0.12718269865930615
0.286456392920863,-0.11652209396211974
0.29633827268489177,-0.12157856882049338
0.30622015244892054,-0.12429949366383036
0.3161020322129493,-0.12841629433526314
0.32598391197697807,-0.13483427098208534
0.33586579174100684,-0.1361316859798336
0.3457476715050356,-0.1364672059519534
0.35562955126906437,-0.1362989291727925
0.36551143103309314,-0.13990248184324583
0.3753933107971219,-0.14460404873733396
0.38527519056115067,-0.1509683360443584
0.39515707032517944,-0.15929805230566113
0.4050389500892082,-0.16407882772231286
0.41492082985323697,-0.17366352985825897
0.42480270961726574,-0.18238752916935136
0.4346845893812945,-0.19204306510825078
0.4445664691453233,-0.2034427925590502
0.45444834890935204,-0.21511214285627836
0.4643302286733808,-0.2277566741811081
0.4742121084374096,-0.23881952230545267
0.48409398820143834,-0.2533435908192613
0.4939758679654671,-0.2620105517554382
0.5038577477294959,-0.2685754899335325
0.5137396274935246,-0.27467117141215797
0.5236215072575534,-0.28299435916250776
0.5335033870215822,-0.298377556645304
0.5433852667856109,-0.31689966779773254
0.5532671465496397,-0.3292968045751049
0.5631490263136685,-0.33383040240564715
0.5730309060776972,-0.3362220269838416
0.582912785841726,-0.3399122659196382
0.5927946656057548,-0.3308985396994432
0.6026765453697835,-0.3241754637573822
0.6125584251338123,-0.32173433309137833
0.6224403048978411,-0.31848303589994764
0.6323221846618698,-0.3261988480853369
0.6422040644258986,-0.3330970345391958
0.6520859441899274,-0.33801106260643915
0.6619678239539561,-0.350044404935312
0.6718497037179849,-0.35234859554193965
0.6817315834820137,-0.3461599191091975
0.6916134632460424,-0.33634928706744627
0.7014953430100712,-0.3351946297240882
0.7113772227741,-0.3303046445994256
0.7212591025381287,-0.32537865857917625
0.7311409823021575,-0.3215071689406615
0.7410228620661863,-0.318327728954316
0.750904741830215,-0.31129746785188794
0.7607866215942438,-0.30247030210646636
0.7706685013582726,-0.3032156129269957
0.7805503811223014,-0.30252509440628267
0.7904322608863301,-0.3192414107729767
0.8003141406503589,-0.32399558475591267
0.8101960204143877,-0.32656164450595837
0.8200779001784164,-0.3346856992822473
0.8299597799424452,-0.33571865063362616
0.839841659706474,-0.33576059727382784
0.8497235394705027,-0.32681608923994454
0.8596054192345315,-0.3184119638929194
0.8694872989985603,-0.3096457560370813
0.879369178762589,-0.3026352299297504
0.8892510585266178,-0.29632988671064187
0.8991329382906466,-0.29346927180078186
0.9090148180546753,-0.283978380709223
0.9188966978187041,-0.2775884509844359
0.9287785775827329,-0.25681808628307035
0.9386604573467616,-0.23507162100209852
0.948542337110948,-0.21503618459563184
0.9584242168751989,-0.1964434429555439
0.9683060966394497,-0.18581851177408698
0.9781879764037005,-0.17533452431602276
0.9880698561679513,-0.16560399457311706
0.9979517359322021,-0.1554703745791235
1.007833615696453,-0.14790689429544535
1.0177154954607037,-0.15265598430114663
1.0275973752249545,-0.16686923882761864
1.0374792549892053,-0.16397453457378475
1.0473611347534562,-0.1681506770989436
1.057243014517707,-0.16442438250751978
1.0671248942819578,-0.16494452134036056
1.0770067740462086,-0.1559064314544398
1.0868886538104594,-0.14000738295926624
1.0967705335747102,-0.12389472059221535
1.106652413338961,-0.11942569858127493
1.1165342931032118,-0.10934249691235744
1.1264161728674627,-0.09589027618374002
1.1362980526317135,-0.08460591028293343
1.1461799323959643,-0.07634689204459967
1.156061812160215,-0.07346392732188067
1.165943691924466,-0.06472332411167407
1.1758255716887167,-0.05184228416483648
1.1857074514529675,-0.038948252978281916
1.1955893312172183,-0.034250399496302465
1.2054712109814691,-0.0330647946251268
1.21535309074572,-0.03189586397563466
1.2252349705099708,-0.031002392918545577
1.2351168502742216,-0.03783360937080637
1.2449987300384724,-0.038575667034282196
1.2548806098027232,-0.0282071616568838
1.264762489566974,-0.01958081319659196
1.2746443693312248,-0.012100561436750925
1.2845262490954756,-0.0078045923872662095
1.2944081288597264,-0.002764555709479212
1.3042900086239773,0.002638732780159036
1.314171888388228,0.004715018962851185
1.3240537681524789,0.006107219168783436
1.3339356479167297,0.00917648529571626
1.3438175276809805,0.010858000616633803
1.3536994074452313,0.011614332001383036
1.3635812872094821,0.012531193448501015
1.373463166973733,0.011287427420828366
1.3833450467379838,0.007676822700426534
1.3932269265022346,0.004226903838207412
1.4031088062664854,0.001826107446289186
1.4129906860307362,0.001122717066761614
1.422872565794987,0.0001264966517672553
1.4327544455592378,-0.001089705393428426
1.4426363253234886,0.0009511301528025539
1.4525182050877394,-0.0021159792869613514
1.4624000848519902,-0.0025920906240508267
1.472281964616241,-0.007217417182259436
1.4821638443804919,-0.007957060040914515
1.4920457241447427,-0.010968379236912447
1.5019276039089935,-0.00802796260875501
1.5118094836732443,-0.004590243755288844
1.5216913634374951,-0.006318948898805877
1.531573243201746,-0.008750756198617322
1.5414551229659967,-0.005232076238163166
1.5513370027302475,-0.0026191784736741123
1.5612188824944984,0.0013949671262446495
1.5711007622587492,0.009058670787409965
1.580982642023,0.017572578199372153
1.5908645217872508,0.023358825051938367
1.6007464015515016,0.028651751139452737
1.6106282813157524,0.034569483781357296
1.6205101610800032,0.0377631229179086
1.630392040844254,0.047209798250932605
1.6402739206085049,0.056636789048725836
1.6501558003727557,0.06168694140636664
1.6600376801370065,0.07335931343459715
1.6699195599012573,0.0845980696039127
1.679801439665508,0.08860089602526282
1.689683319429759,0.09682182586133838
1.6995651991940097,0.10585343986038974
1.7094470789582605,0.11676625389044451
1.7193289587225113,0.12458763569957247
1.7292108384867622,0.13325346077447903
1.739092718251013,0.13352179295253874
1.7489745980152638,0.1387320436071953
1.7588564777795146,0.14296295011669477
1.7687383575437654,0.1477633538090348
1.7786202373080162,0.1531904025396083
1.788502117072267,0.15896998661841868
1.7983839968365178,0.16313265244498207
1.8082658766007687,0.1673927869542831
1.8181477563650195,0.1697380274439378
1.8280296361292703,0.16311269084654165
1.837911515893521,0.15666392192090292
1.847793395657772,0.15496383005895603
1.8576752754220227,0.1580481850423158
1.8675571551862735,0.16175153701716205
1.8774390349505243,0.1684172726712227
1.8873209147147751,0.17147546795928587
