X	Y
0.004009	0.042188
0.010023	0.042188
0.016323	0.041667
0.022050	0.040365
0.026919	0.037500
0.031501	0.034635
0.036082	0.031250
0.041237	0.029427
0.045533	0.027344
0.050115	0.025521
0.054696	0.021875
0.059565	0.019271
0.063860	0.017188
0.068442	0.015625
0.075601	0.013281
0.080183	0.011719
0.086483	0.009896
0.093070	0.007552
0.097938	0.006510
0.103379	0.004948
0.108247	0.004167
0.113116	0.003125
0.117125	0.002083
0.119989	0.001042

