X	Y
0	4.215436515172643
0.9103585871045943	4.249466356313086
1.621150525062482	4.1783764360110265
2.6292275842835235	4.142067212288286
3.4538813862936704	4.123537172707477
4.372070322975105	3.94681798191511
4.948244607248974	3.647548456992073
5.38872858721186	3.207922597530758
5.902850032715845	2.364229246891994
7.065496047282441	0.9225868042519867
7.9166979523099545	0.6054308301243196
8.719952374312166	0.4639750286934037
9.408701341885935	0.3226533085908594
9.98380297553284	0.11120705375052253

