-0.0961, -0.0262
-0.0903, -0.0273
-0.0832, -0.0288
-0.0763, -0.0312
-0.0689, -0.0332
-0.0626, -0.0362
-0.0559, -0.0397
-0.0503, -0.0429
-0.0438, -0.0466
-0.0365, -0.0512
-0.0292, -0.0551
-0.0208, -0.0586
-0.0134, -0.0615
-6.2495e-3, -0.0636
2.6993e-3, -0.0654
0.0125, -0.0659
0.022, -0.0656
0.0331, -0.0638
0.0418, -0.062
0.0508, -0.0594
0.0598, -0.0569
0.0682, -0.0544
0.0774, -0.0511
0.0869, -0.0476
0.0954, -0.0435
0.103, -0.04
0.1095, -0.037
0.1179, -0.0325
0.1295, -0.0263
0.1379, -0.021
0.1475, -0.0171
0.159, -0.0141
0.1683, -0.0121
0.1796, -0.0104
0.1926, -8.9622e-3
0.2033, -8.5172e-3
0.211, -8.5449e-3
0.2225, -8.3581e-3
0.2328, -8.9629e-3
0.2438, -9.2371e-3
0.2561, -0.0103
0.266, -0.0113
0.2781, -0.013
0.2854, -0.0143
0.2905, -0.0149
