-0.0993, -0.03
-0.0937, -0.0308
-0.0875, -0.0316
-0.0808, -0.033
-0.0725, -0.0357
-0.0646, -0.0398
-0.0567, -0.0446
-0.0488, -0.0495
-0.0396, -0.0539
-0.0313, -0.0582
-0.0226, -0.0621
-0.0144, -0.0653
-0.0054, -0.0679
0.0040, -0.0702
0.0131, -0.0716
0.0222, -0.072
0.0338, -0.0713
0.0422, -0.0697
0.0518, -0.0674
0.0607, -0.0647
0.0694, -0.0625
0.0791, -0.0608
0.0873, -0.0591
0.0963, -0.0563
0.1062, -0.0514
0.1177, -0.0452
0.1284, -0.0384
0.1389, -0.0329
0.1496, -0.0293
0.1644, -0.0266
0.1776, -0.0242
0.1901, -0.0222
0.2029, -0.0204
0.2147, -0.0193
0.228, -0.0189
0.2452, -0.0189
0.2593, -0.0184
0.2734, -0.0179
0.2833, -0.0182
0.2896, -0.0186
