# z phi vxP vxF T
4.645076586433260352e-02 6.084300361167046534e-01 2.882872415450435637e-03 2.623365042586867091e-02 3.492094935250626648e-05
4.665098468271334370e-02 6.082839775156669848e-01 3.006328321165730681e-03 2.168407072376439190e-02 3.631255582325980765e-05
4.685120350109409082e-02 6.081101345815587145e-01 3.135232241332970918e-03 1.578862968771784295e-02 3.776713030776015318e-05
4.705142231947483794e-02 6.079350091125443889e-01 3.269561684763541264e-03 1.054403461532360878e-02 3.928833663429520803e-05
4.725164113785557812e-02 6.077711399016281213e-01 3.409514576489901597e-03 7.274215988214003357e-03 4.087913079878099888e-05
4.745185995623632524e-02 6.076284037398868021e-01 3.555205578756912271e-03 5.706800738223090884e-03 4.254531972654019238e-05
4.765207877461706543e-02 6.074866890375038020e-01 3.706742430665528262e-03 5.353163523250575873e-03 4.429059956045598159e-05
4.785229759299781255e-02 6.073171642711046037e-01 3.864534640233713899e-03 5.254864241906661952e-03 4.611918486712204130e-05
4.805251641137855273e-02 6.070996023001637987e-01 4.028861437620124067e-03 5.187126796449583604e-03 4.803447203139559369e-05
4.825273522975929985e-02 6.068464966952140660e-01 4.200187629781926453e-03 5.336859968989320427e-03 5.004334965693949216e-05
4.845295404814004003e-02 6.065462064534821174e-01 4.378766145473225561e-03 6.383619269830091529e-03 5.215106592503641506e-05
4.865317286652078715e-02 6.061831428750377171e-01 4.565055363075282667e-03 9.651785511834886505e-03 5.436691896002766292e-05
4.885339168490152734e-02 6.057539919559752351e-01 4.759623099975930464e-03 1.500203797406285400e-02 5.670092450260979817e-05
4.905361050328227446e-02 6.052685171435934208e-01 4.962757742529192578e-03 2.155055119195758290e-02 5.915769800912009757e-05
4.925382932166302158e-02 6.047278486883982396e-01 5.174989485987746204e-03 2.718922711472733511e-02 6.173894980055680520e-05
4.945404814004376176e-02 6.041351065892912597e-01 5.396838527066768858e-03 3.022341293340131615e-02 6.444867040706203502e-05
4.965426695842450888e-02 6.034984434340765480e-01 5.629041567807124662e-03 2.985182005416782067e-02 6.729829425641490747e-05
4.985448577680524906e-02 6.028605980986007085e-01 5.872056323541632351e-03 2.630754181461696442e-02 7.029370469976594759e-05
5.005470459518599619e-02 6.022245801249286323e-01 6.126055346858422235e-03 2.080028150068286702e-02 7.344270740291808234e-05
5.025492341356673637e-02 6.016251934874021767e-01 6.391375590397953103e-03 1.518769311023237568e-02 7.675695444384098649e-05
5.045514223194748349e-02 6.010878667611314619e-01 6.668228206897969246e-03 1.131520786888822079e-02 8.024935420023196692e-05
5.065536105032822367e-02 6.006223909309217346e-01 6.956644783289074770e-03 9.439466163395790477e-03 8.391845364407119270e-05
5.085557986870897079e-02 6.002336687781421043e-01 7.257143794943939422e-03 9.075168737266344973e-03 8.776813343172308558e-05
5.105579868708971097e-02 5.999254710723647133e-01 7.570000991722293168e-03 9.154306343793442574e-03 9.181335412888762834e-05
5.125601750547045810e-02 5.996777567540499954e-01 7.895440552673308257e-03 9.256330226437289171e-03 9.605878136582214979e-05
5.145623632385120522e-02 5.994526681342521313e-01 8.233972729162533297e-03 9.473288122542040599e-03 1.005148278437294332e-04
5.165645514223194540e-02 5.992285649239977863e-01 8.586081427435448762e-03 1.034221267018841511e-02 1.051934556218836535e-04
5.185667396061269252e-02 5.989904392561522517e-01 8.952365302890070986e-03 1.313238343528061285e-02 1.101116989010535435e-04
5.205689277899343270e-02 5.987307315249742468e-01 9.332936681310367508e-03 1.812676864494453324e-02 1.152749828032930340e-04
5.225711159737417982e-02 5.984431804761677354e-01 9.728207777190335526e-03 2.457314846710384471e-02 1.206883781447559532e-04
5.245733041575492001e-02 5.980993849251668992e-01 1.013905065089798843e-02 3.055220900456401267e-02 1.263617340822802517e-04
5.265754923413566713e-02 5.976805085757402880e-01 1.056685183942867624e-02 3.437190954130394521e-02 1.323198006353634726e-04
5.285776805251640731e-02 5.971948695040601995e-01 1.101260016773786612e-02 3.505216265395830200e-02 1.385783632184333714e-04
5.305798687089715443e-02 5.966600075619402643e-01 1.147716789887081104e-02 3.259465511285948580e-02 1.451565298915894733e-04
5.325820568927789461e-02 5.960825624356750341e-01 1.196107398477637418e-02 2.794662350162188669e-02 1.520726741980211723e-04
5.345842450765864173e-02 5.954714066851048981e-01 1.246523504779261000e-02 2.272967901729898085e-02 1.593490817339898648e-04
5.365864332603938885e-02 5.948329348080487744e-01 1.299018302420545251e-02 1.877281923631807237e-02 1.670106064209094616e-04
5.385886214442012904e-02 5.941646514793896827e-01 1.353642075156608060e-02 1.685288240395167031e-02 1.750679094003706234e-04
5.405908096280087616e-02 5.934659093908893901e-01 1.410548972667696743e-02 1.641572898617195755e-02 1.835511813934804820e-04
5.425929978118161634e-02 5.927430550625313321e-01 1.469805943958830095e-02 1.664584832583466956e-02 1.924831309978178924e-04
5.445951859956236346e-02 5.919882760881878259e-01 1.531509067309756895e-02 1.703194225303343232e-02 2.018951779978070090e-04
5.465973741794310364e-02 5.912173358329250172e-01 1.595759513674527286e-02 1.751873184883073059e-02 2.118132224753216798e-04
5.485995623632385076e-02 5.904309983545036333e-01 1.662676749331112522e-02 1.849948030813262922e-02 2.222751356825827319e-04
5.506017505470459095e-02 5.896294813467440887e-01 1.732308252368297899e-02 2.127315086453309204e-02 2.333029795351345467e-04
5.526039387308533807e-02 5.888035845926479217e-01 1.804716629031249617e-02 2.616846182117008382e-02 2.449029299948375627e-04
5.546061269146607825e-02 5.879549265043847450e-01 1.880106267895785901e-02 3.239800737079343018e-02 2.571112980331819267e-04
5.566083150984682537e-02 5.871085004549234654e-01 1.958621101937928904e-02 3.837990855343267199e-02 2.699645606422943411e-04
5.586105032822757249e-02 5.862774784246624904e-01 2.040344408301234327e-02 4.281498695441477570e-02 2.834844705897424924e-04
5.606126914660831267e-02 5.854509755550262318e-01 2.125423850437725692e-02 4.467839970014988310e-02 2.977103806506866106e-04
5.626148796498905980e-02 5.846400488335022905e-01 2.213943279294506086e-02 4.374057135212942871e-02 3.126710175243367878e-04
5.646170678336979998e-02 5.838501916888619858e-01 2.305958987508419794e-02 4.063470755399761075e-02 3.283922327293247942e-04
5.666192560175054710e-02 5.831012690593255776e-01 2.401502101002340669e-02 3.650052062297202971e-02 3.448968000631265612e-04
5.686214442013128728e-02 5.823826197718774411e-01 2.500625025673556059e-02 3.264488077609425248e-02 3.622179279427378048e-04
5.706236323851203440e-02 5.816857234149801492e-01 2.603397324530289797e-02 3.042860088467156179e-02 3.804116624334210380e-04
5.726258205689277458e-02 5.810024238006192832e-01 2.709825062573684856e-02 2.992321413793267923e-02 3.995002208516669853e-04
5.746280087527352171e-02 5.803047640180499789e-01 2.819969157304503746e-02 3.051100905246926370e-02 4.195157663299566020e-04
5.766301969365426883e-02 5.795815236913073321e-01 2.933942326542018919e-02 3.142904156850875180e-02 4.405238880806514544e-04
5.786323851203500901e-02 5.788187541687690452e-01 3.051858153665676365e-02 3.254930821239535033e-02 4.625613133478483790e-04
5.806345733041575613e-02 5.779693549860652757e-01 3.173771248982933807e-02 3.434846170733685949e-02 4.856664248593923995e-04
5.826367614879649631e-02 5.770151829542989885e-01 3.299910436676802700e-02 3.765688344225240347e-02 5.099433272717007401e-04
5.846389496717724343e-02 5.759473313127324579e-01 3.430565124703628677e-02 4.246371316307419319e-02 5.354709196874289905e-04
5.866411378555798362e-02 5.747564707561958475e-01 3.566149689854038879e-02 4.793422611462289096e-02 5.623542485701723019e-04
5.886433260393873074e-02 5.734344859347141332e-01 3.706897112178202114e-02 5.319391497710018041e-02 5.906671136901495405e-04
5.906455142231947092e-02 5.720022549410291868e-01 3.853102440086076524e-02 5.759729225437094230e-02 6.205404560022348241e-04
5.926477024070021804e-02 5.704667863755716883e-01 4.005025427424681317e-02 6.058574429201483980e-02 6.520692160893636546e-04
5.946498905908095822e-02 5.688386050251026393e-01 4.162969649818094864e-02 6.166650434172091244e-02 6.853560753674742267e-04
5.966520787746170534e-02 5.671389336556250660e-01 4.327204173739022941e-02 6.094475115525371800e-02 7.205017715555812712e-04
5.986542669584245246e-02 5.653823711281174003e-01 4.497961447223124826e-02 5.907036964234545218e-02 7.576374754544919904e-04
6.006564551422319265e-02 5.635961481848265064e-01 4.675527359304053332e-02 5.686659248947859013e-02 7.968571318494137561e-04
6.026586433260393977e-02 5.617804161119570594e-01 4.860128938148241401e-02 5.519711141619174088e-02 8.382661981559459165e-04
6.046608315098467995e-02 5.599361586887411368e-01 5.051894391581929905e-02 5.490945516440971785e-02 8.819720640584916569e-04
6.066630196936542707e-02 5.580618540022521668e-01 5.250924518803971180e-02 5.598027799118256848e-02 9.280657678396418567e-04
6.086652078774616725e-02 5.561472396696663933e-01 5.457354970655926840e-02 5.805385175792737718e-02 9.766488502728340113e-04
6.106673960612691437e-02 5.541777964826145597e-01 5.671461098843896820e-02 6.109105443453433787e-02 1.027887951371802416e-03
6.126695842450765456e-02 5.521483917110661110e-01 5.893500195916990397e-02 6.507548863198825417e-02 1.081930536742338987e-03
6.146717724288840168e-02 5.500459756940236922e-01 6.123669321742291477e-02 6.971171625275768280e-02 1.138859289367902565e-03
6.166739606126914186e-02 5.478737312662973480e-01 6.362194944382815187e-02 7.465241309923525970e-02 1.198879795002874647e-03
6.186761487964988898e-02 5.456126816737559837e-01 6.609394375428861990e-02 7.961786913261839627e-02 1.262174052381951012e-03
6.206783369803063610e-02 5.432516552426069900e-01 6.865604883791631696e-02 8.433196331001424628e-02 1.328971384345761569e-03
6.226805251641137628e-02 5.407598375244866418e-01 7.131233402221243134e-02 8.858932032851535299e-02 1.399514219711416952e-03
6.246827133479212341e-02 5.381198877595759766e-01 7.406784096153067043e-02 9.223129337789406912e-02 1.474111298936521758e-03
6.266849015317287053e-02 5.353354628753177469e-01 7.692762762962485068e-02 9.515326587124617319e-02 1.553163711377093716e-03
6.286870897155361071e-02 5.323791997521196695e-01 7.989626896166676651e-02 9.730525423599481472e-02 1.636990464925570108e-03
6.306892778993435089e-02 5.292196145663166096e-01 8.297866454084394661e-02 9.873613167010777958e-02 1.725926515477509658e-03
6.326914660831509107e-02 5.258430877018288596e-01 8.618117120510736251e-02 9.976612665759385101e-02 1.820423987820734548e-03
6.346936542669584513e-02 5.222203638542284310e-01 8.951148834761331330e-02 1.009343733234484425e-01 1.921043974880665009e-03
6.366958424507658532e-02 5.183439459812805294e-01 9.297898743012082690e-02 1.027041730374293471e-01 2.028443628635056336e-03
6.386980306345732550e-02 5.142075152476119904e-01 9.659425947413245728e-02 1.052772818025626833e-01 2.143258474146733910e-03
6.407002188183807956e-02 5.097796956604794261e-01 1.003685804668142528e-01 1.086928340513414887e-01 2.266058970867266837e-03
6.427024070021881974e-02 5.050491794021122471e-01 1.043148548993213104e-01 1.129485943588338787e-01 2.397494828573422127e-03
6.447045951859955992e-02 5.000217740300324509e-01 1.084456748727229414e-01 1.180353587575393298e-01 2.538205980209129985e-03
6.467067833698030010e-02 4.947242145604019425e-01 1.127786513785574429e-01 1.239312938431305217e-01 2.689031943250434938e-03
6.487089715536105416e-02 4.891597685015067754e-01 1.173307800712983795e-01 1.306123866784810461e-01 2.850680607334814352e-03
6.507111597374179435e-02 4.833641562174766371e-01 1.221170477263576609e-01 1.380526725420004874e-01 3.023845855004533584e-03
6.527133479212253453e-02 4.773638835887623055e-01 1.271511128860950135e-01 1.462323113136964892e-01 3.209036156539018039e-03
6.547155361050327471e-02 4.711913670297639967e-01 1.324494663363059710e-01 1.551168362804824230e-01 3.407107771107026253e-03
6.567177242888402877e-02 4.648869337481021380e-01 1.380284176991175560e-01 1.646827933897009877e-01 3.618563167279390414e-03
6.587199124726476895e-02 4.584903647601697441e-01 1.439029727682493709e-01 1.749072021777912933e-01 3.843651485489442063e-03
6.607221006564550914e-02 4.520425198175164194e-01 1.500837111064666218e-01 1.857645235111803905e-01 4.082421708096079307e-03
6.627242888402626320e-02 4.455841721872452754e-01 1.565786198145356911e-01 1.972277676871661001e-01 4.334678139812928391e-03
6.647264770240700338e-02 4.391482821795787972e-01 1.633949309965785912e-01 2.092724859128735626e-01 4.600076621262786693e-03
6.667286652078774356e-02 4.327756090960663271e-01 1.705397598480118959e-01 2.218725625558894687e-01 4.878529287594902258e-03
6.687308533916848374e-02 4.264815539871417704e-01 1.780198396984342124e-01 2.349850808258503176e-01 5.169697712285375654e-03
6.707330415754923780e-02 4.202987153777213436e-01 1.858373204576969084e-01 2.485681049481627825e-01 5.472916643529385575e-03
6.727352297592997799e-02 4.142625174695236945e-01 1.939900235959310104e-01 2.625813744511704129e-01 5.787224477477605732e-03
6.747374179431071817e-02 4.083843138440333975e-01 2.024727830681093965e-01 2.769871422435822850e-01 6.111515862369553027e-03
6.767396061269145835e-02 4.026746240050835257e-01 2.112777248655610396e-01 2.917513632963698589e-01 6.444331874956884913e-03
6.787417943107221241e-02 3.971365367713365901e-01 2.203960050839341989e-01 3.068423840428170513e-01 6.784372352972045141e-03
6.807439824945295259e-02 3.917905592752179977e-01 2.298169970383615590e-01 3.222299483495830175e-01 7.130401374155524892e-03
6.827461706783369277e-02 3.866335771123077247e-01 2.395319841525106463e-01 3.378866501932200062e-01 7.481238417372371337e-03
6.847483588621444683e-02 3.816612703716423249e-01 2.495318792041497924e-01 3.537852844771432470e-01 7.835754942791817168e-03
6.867505470459518702e-02 3.768847494068827686e-01 2.597979854347272077e-01 3.699008469238305730e-01 8.192229027457822998e-03
6.887527352297592720e-02 3.722885316756597840e-01 2.703100700816457591e-01 3.862052046649184223e-01 8.548722931311807105e-03
6.907549234135666738e-02 3.678579228766428177e-01 2.810558780175975713e-01 4.026713123782642567e-01 8.904404668779923246e-03
6.927571115973742144e-02 3.635749909977739613e-01 2.920284549241022876e-01 4.192745609013231456e-01 9.258588130938097058e-03
6.947592997811816162e-02 3.594371500124812213e-01 3.032177954110220619e-01 4.359941565486520898e-01 9.610435261116058100e-03
6.967614879649890181e-02 3.554254874067774295e-01 3.146138531066394739e-01 4.528103982266706851e-01 9.959078597427782273e-03
6.987636761487964199e-02 3.515339158584466772e-01 3.262099260909305798e-01 4.697016611894433979e-01 1.030318868765728139e-02
7.007658643326039605e-02 3.477442931305466112e-01 3.379900312483576919e-01 4.866510726053839275e-01 1.064201123575666923e-02
7.027680525164113623e-02 3.440387214881058808e-01 3.499524030992605117e-01 5.036414342073366468e-01 1.097506071603818710e-02
7.047702407002187641e-02 3.404056588609594147e-01 3.620881082374409199e-01 5.206546111447688530e-01 1.130159428929009176e-02
7.067724288840263047e-02 3.368536096976222360e-01 3.743820679439442967e-01 5.376766138508427550e-01 1.162090437612490687e-02
7.087746170678337065e-02 3.333760872808784748e-01 3.868298575141731477e-01 5.546917574977647813e-01 1.193244856284988650e-02
7.107768052516411084e-02 3.299779940536298750e-01 3.994248620466903654e-01 5.716871975863863087e-01 1.223599283971585176e-02
7.127789934354485102e-02 3.266616002126360163e-01 4.121593732740230775e-01 5.886544008207698075e-01 1.253088248682445414e-02
7.147811816192560508e-02 3.234264878181148384e-01 4.250321517084678646e-01 6.055821107954975080e-01 1.281610367857256676e-02
7.167833698030634526e-02 3.202753254097004953e-01 4.380323304179144506e-01 6.224616000631317814e-01 1.309073946905993553e-02
7.187855579868708544e-02 3.172146315987307008e-01 4.511508042465738888e-01 6.392879511749354204e-01 1.335405729698402148e-02
7.207877461706782563e-02 3.142531348671438463e-01 4.643840916641216454e-01 6.560537691748156153e-01 1.360572781410234085e-02
7.227899343544857969e-02 3.113900250882575826e-01 4.777223950325379387e-01 6.727510847916662318e-01 1.384408733986084231e-02
7.247921225382931987e-02 3.086240905057281991e-01 4.911404691241643139e-01 6.893759229931286647e-01 1.406788741483600003e-02
7.267943107221006005e-02 3.059581291892355948e-01 5.046212411568965495e-01 7.059227966067918025e-01 1.427653329431286498e-02
7.287964989059081411e-02 3.033926727667712320e-01 5.181631783424541782e-01 7.223873842848989035e-01 1.446977682923496905e-02
7.307986870897155429e-02 3.009269710604165482e-01 5.317495026959777604e-01 7.387651659212125521e-01 1.464641640055571424e-02
7.328008752735229447e-02 2.985654575762073382e-01 5.453663228615286407e-01 7.550550828157243100e-01 1.480641133134551375e-02
7.348030634573303466e-02 2.963035731114948557e-01 5.589948517761373914e-01 7.712580405823441509e-01 1.494902587904269574e-02
7.368052516411378872e-02 2.941254137884994901e-01 5.726287452047225113e-01 7.873677019753071438e-01 1.507422184039414019e-02
7.388074398249452890e-02 2.920265606991210294e-01 5.862564922819289981e-01 8.033852994868182495e-01 1.518179905239516216e-02
7.408096280087526908e-02 2.900121794274771458e-01 5.998608496130186651e-01 8.193125977324238196e-01 1.527333146001757548e-02
7.428118161925600926e-02 2.880737723189815136e-01 6.134292144718114237e-01 8.351437939813786127e-01 1.534875066283294086e-02
7.448140043763676332e-02 2.862021890131715152e-01 6.269532680068714559e-01 8.508749185121813330e-01 1.540740362306169259e-02
7.468161925601750351e-02 2.843909879139283614e-01 6.404208782922793386e-01 8.665046371849639550e-01 1.545053289725841460e-02
7.488183807439824369e-02 2.826290605024610048e-01 6.538208914928407278e-01 8.820326304269974216e-01 1.547911519175472657e-02
7.508205689277899775e-02 2.809006203764546905e-01 6.671440789945921601e-01 8.974588044260537467e-01 1.549373395569027430e-02
7.528227571115973793e-02 2.791966384383237632e-01 6.803884191539958382e-01 9.127813757824551066e-01 1.549441947470147317e-02
7.548249452954047811e-02 2.775187656812437287e-01 6.935362368905295671e-01 9.279997883201680509e-01 1.548252605942864076e-02
7.568271334792121829e-02 2.758534832719573004e-01 7.065852857655117170e-01 9.431133751341231886e-01 1.545850289165305765e-02
7.588293216630197235e-02 2.741946529163509783e-01 7.195324331548835772e-01 9.581205133875833058e-01 1.542298749818588749e-02
7.608315098468271254e-02 2.725379419546082871e-01 7.323850626672524511e-01 9.730211738180145620e-01 1.537812614020595686e-02
7.628336980306345272e-02 2.708711013715354721e-01 7.451425518259340297e-01 9.878141374395558172e-01 1.532436072982568467e-02
7.648358862144419290e-02 2.691857091783558809e-01 7.578004851400756969e-01 1.002499482105636552e+00 1.526170598049509698e-02
7.668380743982494696e-02 2.674785199594862384e-01 7.703561660400285449e-01 1.017077341025295345e+00 1.519185307914293695e-02
7.688402625820568714e-02 2.657432582591557346e-01 7.828090628362128767e-01 1.031547984412265251e+00 1.511589938816891750e-02
7.708424507658642733e-02 2.639758984069546233e-01 7.951642813386028408e-01 1.045909859794934560e+00 1.503329572888156482e-02
7.728446389496718139e-02 2.621747511266196984e-01 8.074202408534566500e-01 1.060161660780053694e+00 1.494497973952105783e-02
7.748468271334792157e-02 2.603389210023341338e-01 8.195753546911759280e-01 1.074302374995680598e+00 1.485004481084668294e-02
7.768490153172866175e-02 2.584547918469281003e-01 8.316268798033052967e-01 1.088331787626667824e+00 1.474853827316468559e-02
7.788512035010940193e-02 2.565336982051557579e-01 8.435760245270856883e-01 1.102250093505861894e+00 1.464200260423446226e-02
7.808533916849015599e-02 2.545879476006712716e-01 8.554199555160979518e-01 1.116056929237405848e+00 1.453191397531777319e-02
7.828555798687089617e-02 2.526176752788529822e-01 8.671547680193159024e-01 1.129751196006247405e+00 1.441766623463265444e-02
7.848577680525163636e-02 2.506137340514199008e-01 8.787770103115611908e-01 1.143333465908967783e+00 1.430009653779086218e-02
7.868599562363237654e-02 2.485703936387031465e-01 8.902819401358443852e-01 1.156802961406516284e+00 1.417868292952413276e-02
7.888621444201313060e-02 2.464875586947113673e-01 9.016676816486390855e-01 1.170159965706346838e+00 1.405429791454330078e-02
7.908643326039387078e-02 2.443697337932167202e-01 9.129368396003166852e-01 1.183403643946950634e+00 1.392749274981589652e-02
7.928665207877461096e-02 2.422088428549546979e-01 9.240910803910015181e-01 1.196533711236352993e+00 1.379745147652761648e-02
7.948687089715536502e-02 2.400106892320135743e-01 9.351208411086097128e-01 1.209550064750909870e+00 1.366545522671825871e-02
7.968708971553610521e-02 2.377631729754555168e-01 9.460226117718490979e-01 1.222452374265184938e+00 1.353130949729195766e-02
7.988730853391684539e-02 2.354617518030389101e-01 9.567889338917171527e-01 1.235240578030964764e+00 1.339561217447402842e-02
8.008752735229758557e-02 2.331047830298349499e-01 9.674246263974329851e-01 1.247914152243551289e+00 1.325796422046685887e-02
8.028774617067833963e-02 2.306860008921700345e-01 9.779211190317929070e-01 1.260472689171986849e+00 1.311877053065928743e-02
8.048796498905907981e-02 2.282014991025783646e-01 9.882757785475705381e-01 1.272915750622743536e+00 1.297853379084489868e-02
8.068818380743981999e-02 2.256444084038014275e-01 9.984874497941212956e-01 1.285242966074535031e+00 1.283686571343253466e-02
8.088840262582056018e-02 2.230118343573008199e-01 1.008552602981209301e+00 1.297453687797975430e+00 1.269395942992029673e-02
8.108862144420131424e-02 2.202902250238670256e-01 1.018468101008218607e+00 1.309547625293302486e+00 1.255031601118896355e-02
8.128884026258205442e-02 2.174693343792201694e-01 1.028234956601302708e+00 1.321524259627911535e+00 1.240588002774817983e-02
8.148905908096279460e-02 2.145443125677196083e-01 1.037844034135460447e+00 1.333383178786434753e+00 1.226133754241192676e-02
8.168927789934354866e-02 2.115076651412179654e-01 1.047293206275107691e+00 1.345123681467480514e+00 1.211683830173911069e-02
8.188949671772428884e-02 2.083531799228423853e-01 1.056584186161359407e+00 1.356745008128692920e+00 1.197206891587144530e-02
8.208971553610502903e-02 2.050744148732170646e-01 1.065707855549306027e+00 1.368246416722886494e+00 1.182814722847072564e-02
8.228993435448576921e-02 2.016625480713519492e-01 1.074672368516800702e+00 1.379627072268624577e+00 1.168485994067587630e-02
8.249015317286652327e-02 1.981153179772911499e-01 1.083466707167927368e+00 1.390885958825736290e+00 1.154277179121629068e-02
8.269037199124726345e-02 1.944306140005894190e-01 1.092097909606506212e+00 1.402022085863972922e+00 1.140130796997756296e-02
8.289059080962800363e-02 1.906033090708120215e-01 1.100560857106021695e+00 1.413034898777709047e+00 1.126152560811900794e-02
8.309080962800874381e-02 1.866276316926036571e-01 1.108857625022378945e+00 1.423923431866212397e+00 1.112364586941673103e-02
8.329102844638949787e-02 1.824989085907114394e-01 1.116991427793365688e+00 1.434686382298497653e+00 1.098744043277580761e-02
8.349124726477023806e-02 1.782180149570521122e-01 1.124962107651392040e+00 1.445322897695616060e+00 1.085256681124941759e-02
8.369146608315097824e-02 1.737831474609839444e-01 1.132782221201663386e+00 1.455832229335612960e+00 1.071908280818608360e-02
8.389168490153173230e-02 1.692034091002130314e-01 1.140449779779483697e+00 1.466213559073125561e+00 1.058763226339674499e-02
8.409190371991247248e-02 1.644904101855691470e-01 1.147968017348181657e+00 1.476466005257319525e+00 1.045814998852312265e-02
8.429212253829321266e-02 1.596530034369444684e-01 1.155339399598339645e+00 1.486588990352539330e+00 1.033097823712961216e-02
8.449234135667395285e-02 1.546943971264161666e-01 1.162567931897394047e+00 1.496582200697589959e+00 1.020559018709482797e-02
8.469256017505470691e-02 1.496230872340041651e-01 1.169655622100554293e+00 1.506445075365266284e+00 1.008240564065116668e-02
8.489277899343544709e-02 1.444469558295823630e-01 1.176601902632851138e+00 1.516177424160525034e+00 9.961547778841957357e-03
8.509299781181618727e-02 1.391880157594722334e-01 1.183408639786832861e+00 1.525779009895645189e+00 9.843277089663272569e-03
8.529321663019692745e-02 1.338548104763606639e-01 1.190086826878561599e+00 1.535249708285912229e+00 9.727615611430234788e-03
8.549343544857768151e-02 1.284699530061242934e-01 1.196628906215590815e+00 1.544589541021869961e+00 9.614524829323281216e-03
8.569365426695842169e-02 1.230439009961963870e-01 1.203045918521924218e+00 1.553798822995220652e+00 9.503948415950267195e-03
8.589387308533916188e-02 1.175936639256035393e-01 1.209341470315198341e+00 1.562878067275933480e+00 9.396116764113879305e-03
8.609409190371991594e-02 1.121391559675560118e-01 1.215523226991279904e+00 1.571827850462992560e+00 9.291130336718966820e-03
8.629431072210065612e-02 1.066994084811964949e-01 1.221596823373295004e+00 1.580648934223880975e+00 9.189129558042611126e-03
8.649452954048139630e-02 1.012920616437793520e-01 1.227570612173191522e+00 1.589342015352356308e+00 9.089472587307211027e-03
8.669474835886213648e-02 9.593759548120231462e-02 1.233442391495180646e+00 1.597908108755321077e+00 8.992592912449661607e-03
8.689496717724289054e-02 9.065471386799425768e-02 1.239216472529884205e+00 1.606348364132055728e+00 8.897975882139429887e-03
8.709518599562363073e-02 8.545716617727792952e-02 1.244898664227681584e+00 1.614664048940372965e+00 8.805416507890243688e-03
8.729540481400437091e-02 8.036288816690453918e-02 1.250494563784293467e+00 1.622856664592749576e+00 8.715054718173149279e-03
8.749562363238511109e-02 7.538726376170878929e-02 1.256008866501742594e+00 1.630927742628494492e+00 8.626084960214910197e-03
8.769584245076586515e-02 7.054719196325295871e-02 1.261440237041470125e+00 1.638878987441373836e+00 8.538997766154290611e-03
8.789606126914660533e-02 6.585740201495954294e-02 1.266785233566829705e+00 1.646712269759355918e+00 8.454195462541074305e-03
8.809628008752734551e-02 6.132198559445885266e-02 1.272055917296795124e+00 1.654429455051851239e+00 8.371928454151805407e-03
8.829649890590809957e-02 5.695376354168638772e-02 1.277259512902310101e+00 1.662032463543706484e+00 8.291845262210955150e-03
8.849671772428883976e-02 5.276101682922566816e-02 1.282399433255743570e+00 1.669523340129325240e+00 8.213711091641926962e-03
8.869693654266957994e-02 4.875448291088903957e-02 1.287477245331925424e+00 1.676904125755469765e+00 8.136954477112249076e-03
8.889715536105032012e-02 4.493942298354697273e-02 1.292496444447981840e+00 1.684176992985650712e+00 8.062471249784848928e-03
8.909737417943107418e-02 4.131595826300171748e-02 1.297460245243738930e+00 1.691344126210793108e+00 7.990106249753919226e-03
8.929759299781181436e-02 3.788273798769420386e-02 1.302376023891018253e+00 1.698407654781388665e+00 7.919219976733213318e-03
8.949781181619255455e-02 3.464540129834593057e-02 1.307238213906424695e+00 1.705369751220159991e+00 7.849586896153190260e-03
8.969803063457329473e-02 3.160328045471666458e-02 1.312058934287733347e+00 1.712232658438764599e+00 7.780694813199626886e-03
8.989824945295404879e-02 2.875399755631743298e-02 1.316840870510789241e+00 1.718998600852968295e+00 7.712537345780798304e-03
9.009846827133478897e-02 2.609628733259249100e-02 1.321584163989993232e+00 1.725669722004882445e+00 7.643679785109074552e-03
9.029868708971552915e-02 2.362656379903099041e-02 1.326297770257093500e+00 1.732248209001589156e+00 7.575352079830909718e-03
9.049890590809628321e-02 2.133722584287452845e-02 1.330981123271059108e+00 1.738736280616448582e+00 7.508191382392074599e-03
9.069912472647702339e-02 1.922456488229644378e-02 1.335623108188950692e+00 1.745135991209190829e+00 7.441953010950586207e-03
9.089934354485776358e-02 1.727716807181269368e-02 1.340247236119325391e+00 1.751449412074358447e+00 7.375362578687445943e-03
9.109956236323850376e-02 1.549121851143684878e-02 1.344821459476630343e+00 1.757678592205460077e+00 7.309970345938945728e-03
9.129978118161925782e-02 1.385588130354632221e-02 1.349381531319110872e+00 1.763825480374098253e+00 7.244740129442940255e-03
9.149999999999999800e-02 1.236254035071823743e-02 1.353928803113547019e+00 1.769892015076908631e+00 7.178521725900869135e-03
9.170021881838073818e-02 1.100333787248523355e-02 1.358448513977740024e+00 1.775880130338326257e+00 7.113635468726086687e-03
9.190043763676149224e-02 9.770924922175919236e-03 1.362927815193154757e+00 1.781791664237275752e+00 7.050028517665545696e-03
9.210065645514223243e-02 8.656460872522789632e-03 1.367390161173587471e+00 1.787628404278269301e+00 6.987521883232371799e-03
9.230087527352297261e-02 7.653279527469738705e-03 1.371812186040355597e+00 1.793392087420662584e+00 6.926683786083248293e-03
9.250109409190371279e-02 6.752906267718832706e-03 1.376189779237915412e+00 1.799084414104091145e+00 6.868162314942066922e-03
9.270131291028446685e-02 5.944795907101849478e-03 1.380584253200915823e+00 1.804707004607275289e+00 6.810838110535880410e-03
9.290153172866520703e-02 5.223858928208814992e-03 1.384947403961376944e+00 1.810261400981640234e+00 6.753907643062459151e-03
