# z phi vxP vxF T
9.310175054704594721e-02 4.580807026609149887e-03 1.389286565409845631e+00 1.815749127929070283e+00 6.695378043211563761e-03
9.330196936542668740e-02 4.007870907309624316e-03 1.393634268750978622e+00 1.821171681839146350e+00 6.635424552658811953e-03
9.350218818380744146e-02 3.498930127279579593e-03 1.397979958463214656e+00 1.826530509166375271e+00 6.575952227279278223e-03
9.370240700218818164e-02 3.049167347281202690e-03 1.402278643572132832e+00 1.831826971038327256e+00 6.516926213590699089e-03
9.390262582056892182e-02 2.652686396296621407e-03 1.406486420026537898e+00 1.837062430311897199e+00 6.463181602405726998e-03
9.410284463894967588e-02 2.302373540985026227e-03 1.410682741127422313e+00 1.842238179271113552e+00 6.414855373076198096e-03
9.430306345733041606e-02 1.994313835367326690e-03 1.414881360555678702e+00 1.847355459887505713e+00 6.367870172624394247e-03
9.450328227571115625e-02 1.724032006265766893e-03 1.419126604882964937e+00 1.852415483071590652e+00 6.321199844076937253e-03
9.470350109409189643e-02 1.487701137276184905e-03 1.423338069172163767e+00 1.857419424042713096e+00 6.280970346589517805e-03
9.490371991247265049e-02 1.281842301906659662e-03 1.427583335557505384e+00 1.862368398857912277e+00 6.239913672136374913e-03
9.510393873085339067e-02 1.102496053702860636e-03 1.431895434788535537e+00 1.867263519380510273e+00 6.199626135894183675e-03
9.530415754923413085e-02 9.465812208913360884e-04 1.436239637677433567e+00 1.872105853739769232e+00 6.161293459070314726e-03
9.550437636761487104e-02 8.123187147696416107e-04 1.440482085763048481e+00 1.876896411597983150e+00 6.128178583655483937e-03
9.570459518599562510e-02 6.966683656902711470e-04 1.444656010121328382e+00 1.881636190117285112e+00 6.099379987573315051e-03
9.590481400437636528e-02 5.963116951462958627e-04 1.448845282039633586e+00 1.886326161150575720e+00 6.069146061317681924e-03
9.610503282275710546e-02 5.093240593788880008e-04 1.453044774094368830e+00 1.890967255450250128e+00 6.039574065774135948e-03
9.630525164113785952e-02 4.340660363745640470e-04 1.457281431269124017e+00 1.895560380112518040e+00 6.015181879542751651e-03
9.650547045951859970e-02 3.691191896390767411e-04 1.461497824329484496e+00 1.900106423546132683e+00 5.989302702797694340e-03
9.670568927789933988e-02 3.129973317066576640e-04 1.465750869934837386e+00 1.904606233018006245e+00 5.960512272320248224e-03
9.690590809628008007e-02 2.648844973075927369e-04 1.469888151316731228e+00 1.909060638933568477e+00 5.921669337946804286e-03
9.710612691466083413e-02 2.237924528009695992e-04 1.474053851194010445e+00 1.913470446025131277e+00 5.875802744103382491e-03
9.730634573304157431e-02 1.889607321732597177e-04 1.478177374663846022e+00 1.917836440778069251e+00 5.838958193134760784e-03
9.750656455142231449e-02 1.595623141860755679e-04 1.482211601421507430e+00 1.922159392349606755e+00 5.785809540701525484e-03
9.770678336980305467e-02 1.346661706237338928e-04 1.486202507994151656e+00 1.926440044890203263e+00 5.737413710105406135e-03
9.790700218818380873e-02 1.133404406735827980e-04 1.490271467095345415e+00 1.930679122723558905e+00 5.675040006100758039e-03
9.810722100656454892e-02 9.555932643548896194e-05 1.494135151521974958e+00 1.934877328093536075e+00 5.611203361851939408e-03
9.830743982494528910e-02 8.071211092295614575e-05 1.497898459790714343e+00 1.939035344826054441e+00 5.542788553021434084e-03
9.850765864332604316e-02 6.812950172210952113e-05 1.502095608278156025e+00 1.943153842689864241e+00 5.465853803118965112e-03
9.870787746170678334e-02 5.740391720201518366e-05 1.506444413867288556e+00 1.947233470533902278e+00 5.391688753749930042e-03
9.890809628008752352e-02 4.839886557173758252e-05 1.510771428519068316e+00 1.951274861262611848e+00 5.319058959252435069e-03
9.910831509846826370e-02 4.087437378057417537e-05 1.514783957235866785e+00 1.955278632118164328e+00 5.272097145987530986e-03
9.930853391684901776e-02 3.441854680525266262e-05 1.518569816280285867e+00 1.959245387873641109e+00 5.245543061939284511e-03
9.950875273522975795e-02 2.893411179218845984e-05 1.522475190940953516e+00 1.963175716151750683e+00 5.176992796381734915e-03
9.970897155361049813e-02 2.433100481822281114e-05 1.526757407108162656e+00 1.967070188451535140e+00 5.097047646901151953e-03
9.990919037199123831e-02 2.045407037027153447e-05 1.531048872795772064e+00 1.970929366371682923e+00 5.005050949881613941e-03
1.001094091903719924e-01 1.722783729964317618e-05 1.535111408492058960e+00 1.974753796189649302e+00 4.923042277899742150e-03
1.003096280087527326e-01 1.448374898880918938e-05 1.539316277735176097e+00 1.978544010232991646e+00 4.852615516773195643e-03
1.005098468271334727e-01 1.224094870128774168e-05 1.543267411094380037e+00 1.982300529451216597e+00 4.777258857752934157e-03
1.007100656455142268e-01 1.042083726075419166e-05 1.546777394368049396e+00 1.986023862522627637e+00 4.662516975204413112e-03
1.009102844638949670e-01 8.850177808974136546e-06 1.550936954000988521e+00 1.989714507326071580e+00 4.511293008492966300e-03
1.011105032822757072e-01 7.495796623151764176e-06 1.556022388264773681e+00 1.993372950035991575e+00 4.318897710819574569e-03
1.013107221006564473e-01 6.396593527051911905e-06 1.561288291217204582e+00 1.996999665095422927e+00 4.088606872798477426e-03
1.015109409190372014e-01 5.475472520007829738e-06 1.566194137385140461e+00 2.000595117364662556e+00 3.928741782877179234e-03
1.017111597374179416e-01 4.706972586497485609e-06 1.570669878741463465e+00 2.004159760776598631e+00 3.853524027783151312e-03
1.019113785557986818e-01 4.015752270947670227e-06 1.576265775580452999e+00 2.007694039746758197e+00 3.820928134372911147e-03
1.021115973741794219e-01 3.392306648935246013e-06 1.581751765914029217e+00 2.011198389052443858e+00 3.847508630280578514e-03
1.023118161925601760e-01 2.836054800380124441e-06 1.586952687849784827e+00 2.014673233591478319e+00 3.885237882703042323e-03
1.025120350109409162e-01 2.401352356977843173e-06 1.592030076263069915e+00 2.018118988756030685e+00 3.823355496027510802e-03
1.027122538293216564e-01 2.079596185481803767e-06 1.596058235501887967e+00 2.021536061568633968e+00 3.730029465408521341e-03
1.029124726477024104e-01 1.796443350156336858e-06 1.599633411572382258e+00 2.024924850948597310e+00 3.602944230279825875e-03
1.031126914660831506e-01 1.529395925680142957e-06 1.603887827747127126e+00 2.028285746804061596e+00 3.346668904073684097e-03
1.033129102844638908e-01 1.288241195106195955e-06 1.608227535844780842e+00 2.031619130970052645e+00 2.921301890653800991e-03
1.035131291028446310e-01 1.079231041617504622e-06 1.612151053587452143e+00 2.034925377315218942e+00 2.483874714298602970e-03
1.037133479212253850e-01 8.944670740920898079e-07 1.615854319366255787e+00 2.038204852015117030e+00 2.225253062264927976e-03
1.039135667396061252e-01 7.318405423859637193e-07 1.616769213035088582e+00 2.041457913885134090e+00 2.221571276130046655e-03
1.041137855579868654e-01 5.922977147664755569e-07 1.615881664204263268e+00 2.044684914390202835e+00 2.382781013872569374e-03
1.043140043763676056e-01 4.542771973979784421e-07 1.614486137706338420e+00 2.047886197826838117e+00 2.603853451719419839e-03
1.045142231947483596e-01 3.230400808147550480e-07 1.612740069687488731e+00 2.051062101599210763e+00 2.910327993179562776e-03
1.047144420131290998e-01 2.468792035959846291e-07 1.613273377359941474e+00 2.054212956173084859e+00 3.237514568029615895e-03
1.049146608315098400e-01 2.022334325242559157e-07 1.615168433724196495e+00 2.057339086050119725e+00 3.439535180853423024e-03
1.051148796498905941e-01 1.724038806326886407e-07 1.616262128540165488e+00 2.060440809088530667e+00 3.504380284021346454e-03
1.053150984682713343e-01 1.431830273060950600e-07 1.617383156740609840e+00 2.063518436967558767e+00 3.500745610444984911e-03
1.055153172866520744e-01 1.114289815873580123e-07 1.619126711373617633e+00 2.066572275761816790e+00 3.341063017735676662e-03
1.057155361050328146e-01 8.657030933627330712e-08 1.617394300041078870e+00 2.069602625602994017e+00 2.710420870467891187e-03
1.059157549234135687e-01 6.439678805040829665e-08 1.611335657396914200e+00 2.072609780473261054e+00 1.124695933152036319e-03
1.061159737417943089e-01 4.974913505794360917e-08 1.608000943864084542e+00 2.075594028657784307e+00 2.891205793294678812e-19
1.063161925601750490e-01 3.889560836760333293e-08 1.608000943864084764e+00 2.078555653031538331e+00 -1.480297366166875305e-16
1.065164113785557892e-01 2.709299097205751159e-08 1.608000943864084542e+00 2.081494931161446793e+00 -1.445602896647339310e-18
1.067166301969365433e-01 1.434128287130611539e-08 1.608000943864084542e+00 2.084412135412774258e+00 -0.000000000000000000e+00
1.069168490153172835e-01 2.108454055982479702e-09 1.608000943864084542e+00 2.087307533099223456e+00 -1.156482317317871332e-18
1.071170678336980236e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.090181386641419614e+00 0.000000000000000000e+00
1.073172866520787777e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.093033953538813829e+00 0.000000000000000000e+00
1.075175054704595179e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.095865486628489371e+00 0.000000000000000000e+00
1.077177242888402581e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.098676234175035571e+00 0.000000000000000000e+00
1.079179431072209983e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.101466439967732747e+00 0.000000000000000000e+00
1.081181619256017523e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.104236343426777456e+00 0.000000000000000000e+00
1.083183807439824925e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.106986179706547890e+00 0.000000000000000000e+00
1.085185995623632327e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.109716179795708690e+00 0.000000000000000000e+00
1.087188183807439729e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.112426570614422960e+00 0.000000000000000000e+00
1.089190371991247269e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.115117575108822479e+00 0.000000000000000000e+00
1.091192560175054671e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.117789412342558020e+00 0.000000000000000000e+00
1.093194748358862073e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.120442297585989344e+00 0.000000000000000000e+00
1.095196936542669613e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.123076442402507702e+00 0.000000000000000000e+00
1.097199124726477015e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.125692054732756020e+00 0.000000000000000000e+00
1.099201312910284417e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.128289338976170786e+00 0.000000000000000000e+00
1.101203501094091819e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.130868496070417617e+00 0.000000000000000000e+00
1.103205689277899360e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.133429723568565528e+00 0.000000000000000000e+00
1.105207877461706761e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.135973215714062068e+00 0.000000000000000000e+00
1.107210065645514163e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.138499163513773116e+00 0.000000000000000000e+00
1.109212253829321565e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.141007754808911034e+00 0.000000000000000000e+00
1.111214442013129106e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.143499174344091873e+00 0.000000000000000000e+00
1.113216630196936507e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.145973603834600230e+00 0.000000000000000000e+00
1.115218818380743909e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.148431222031831567e+00 0.000000000000000000e+00
1.117221006564551450e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.150872204787268149e+00 0.000000000000000000e+00
1.119223194748358852e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.153296725115223520e+00 0.000000000000000000e+00
1.121225382932166253e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.155704953255479062e+00 0.000000000000000000e+00
1.123227571115973655e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.158097056740766018e+00 0.000000000000000000e+00
1.125229759299781196e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.160473200682510253e+00 0.000000000000000000e+00
1.127231947483588598e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.162833547679901880e+00 0.000000000000000000e+00
1.129234135667396000e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.165178257473284962e+00 0.000000000000000000e+00
1.131236323851203401e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.167507487243455877e+00 0.000000000000000000e+00
1.133238512035010942e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.169821391720466508e+00 0.000000000000000000e+00
1.135240700218818344e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.172120123235234512e+00 0.000000000000000000e+00
1.137242888402625746e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.174403831768374928e+00 0.000000000000000000e+00
1.139245076586433286e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.176672664997823414e+00 0.000000000000000000e+00
1.141247264770240688e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.178926768345061937e+00 0.000000000000000000e+00
1.143249452954048090e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.181166285020335938e+00 0.000000000000000000e+00
1.145251641137855492e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.183391356066703093e+00 0.000000000000000000e+00
1.147253829321663032e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.185602120402949211e+00 0.000000000000000000e+00
1.149256017505470434e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.187798714865522687e+00 0.000000000000000000e+00
1.151258205689277836e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.189981274249316101e+00 0.000000000000000000e+00
1.153260393873085377e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.192149931347526781e+00 0.000000000000000000e+00
1.155262582056892778e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.194304816990598539e+00 0.000000000000000000e+00
1.157264770240700180e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.196446060084065177e+00 0.000000000000000000e+00
1.159266958424507582e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.198573787645611510e+00 0.000000000000000000e+00
1.161269146608315123e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.200688124841169824e+00 0.000000000000000000e+00
1.163271334792122524e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.202789195020242285e+00 0.000000000000000000e+00
1.165273522975929926e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.204877119750234371e+00 0.000000000000000000e+00
1.167275711159737328e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.206952018850092401e+00 0.000000000000000000e+00
1.169277899343544869e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.209014010423154151e+00 0.000000000000000000e+00
1.171280087527352270e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.211063210889131270e+00 0.000000000000000000e+00
1.173282275711159672e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.213099735015455316e+00 0.000000000000000000e+00
1.175284463894967213e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.215123695947769811e+00 0.000000000000000000e+00
1.177286652078774615e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.217135205239949336e+00 0.000000000000000000e+00
1.179288840262582017e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.219134372883095452e+00 0.000000000000000000e+00
1.181291028446389418e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.221121307334234185e+00 0.000000000000000000e+00
1.183293216630196959e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.223096115544185736e+00 0.000000000000000000e+00
1.185295404814004361e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.225058902984904829e+00 0.000000000000000000e+00
1.187297592997811763e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.227009773676397408e+00 0.000000000000000000e+00
1.189299781181619164e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.228948830213578258e+00 0.000000000000000000e+00
1.191301969365426705e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.230876173794976047e+00 0.000000000000000000e+00
1.193304157549234107e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.232791904275121198e+00 0.000000000000000000e+00
1.195306345733041509e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.234696120382779760e+00 0.000000000000000000e+00
1.197308533916849049e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.236588919418491361e+00 0.000000000000000000e+00
1.199310722100656451e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.238470397219651353e+00 0.000000000000000000e+00
1.201312910284463853e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.240340648327174833e+00 0.000000000000000000e+00
1.203315098468271255e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.242199766021482965e+00 0.000000000000000000e+00
1.205317286652078795e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.244047842344490729e+00 0.000000000000000000e+00
1.207319474835886197e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.245884968120836156e+00 0.000000000000000000e+00
1.209321663019693599e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.247711232978678808e+00 0.000000000000000000e+00
1.211323851203501001e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.249526725370092350e+00 0.000000000000000000e+00
1.213326039387308541e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.251331532590927331e+00 0.000000000000000000e+00
1.215328227571115943e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.253125740800269394e+00 0.000000000000000000e+00
1.217330415754923345e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.254909435039576859e+00 0.000000000000000000e+00
1.219332603938730886e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.256682699251311153e+00 0.000000000000000000e+00
1.221334792122538287e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.258445616297210634e+00 0.000000000000000000e+00
1.223336980306345689e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.260198267976117670e+00 0.000000000000000000e+00
1.225339168490153091e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.261940735041605866e+00 0.000000000000000000e+00
1.227341356673960632e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.263673097219068175e+00 0.000000000000000000e+00
1.229343544857768034e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.265395433222451516e+00 0.000000000000000000e+00
1.231345733041575435e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.267107820770810189e+00 0.000000000000000000e+00
1.233347921225382837e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.268810336604324185e+00 0.000000000000000000e+00
1.235350109409190378e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.270503056500120742e+00 0.000000000000000000e+00
1.237352297592997780e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.272186055287708228e+00 0.000000000000000000e+00
1.239354485776805181e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.273859406864125798e+00 0.000000000000000000e+00
1.241356673960612722e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.275523184208747551e+00 0.000000000000000000e+00
1.243358862144420124e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.277177459397904613e+00 0.000000000000000000e+00
1.245361050328227526e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.278822303619000955e+00 0.000000000000000000e+00
1.247363238512034928e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.280457787184605234e+00 0.000000000000000000e+00
1.249365426695842468e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.282083979546086105e+00 0.000000000000000000e+00
1.251367614879649870e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.283700949307060579e+00 0.000000000000000000e+00
1.253369803063457411e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.285308764236661183e+00 0.000000000000000000e+00
1.255371991247264674e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.286907491282543781e+00 0.000000000000000000e+00
1.257374179431072214e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.288497196583965110e+00 0.000000000000000000e+00
1.259376367614879477e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.290077945485176514e+00 0.000000000000000000e+00
1.261378555798687018e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.291649802551326331e+00 0.000000000000000000e+00
1.263380743982494558e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.293212831685057296e+00 0.000000000000000000e+00
1.265382932166301821e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.294767096107777515e+00 0.000000000000000000e+00
1.267385120350109362e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.296312658128274453e+00 0.000000000000000000e+00
1.269387308533916903e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.297849579277740695e+00 0.000000000000000000e+00
1.271389496717724166e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.299377920358551819e+00 0.000000000000000000e+00
1.273391684901531706e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.300897741456295886e+00 0.000000000000000000e+00
1.275393873085339247e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.302409101950379622e+00 0.000000000000000000e+00
1.277396061269146510e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.303912060524367700e+00 0.000000000000000000e+00
1.279398249452954051e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.305406675176264297e+00 0.000000000000000000e+00
1.281400437636761591e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.306893003228355887e+00 0.000000000000000000e+00
1.283402625820568854e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.308371101337136189e+00 0.000000000000000000e+00
1.285404814004376395e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.309841025502823886e+00 0.000000000000000000e+00
1.287407002188183658e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.311302831078878128e+00 0.000000000000000000e+00
1.289409190371991198e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.312756572781235587e+00 0.000000000000000000e+00
1.291411378555798739e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.314202304697300150e+00 0.000000000000000000e+00
1.293413566739606002e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.315640080295025438e+00 0.000000000000000000e+00
1.295415754923413543e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.317069952431522140e+00 0.000000000000000000e+00
1.297417943107221083e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.318491973361743508e+00 0.000000000000000000e+00
1.299420131291028346e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.319906194746816031e+00 0.000000000000000000e+00
1.301422319474835887e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.321312667662441598e+00 0.000000000000000000e+00
1.303424507658643428e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.322711442606915533e+00 0.000000000000000000e+00
1.305426695842450691e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.324102569509173488e+00 0.000000000000000000e+00
1.307428884026258231e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.325486097736563451e+00 0.000000000000000000e+00
1.309431072210065494e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.326862076102587107e+00 0.000000000000000000e+00
1.311433260393873035e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.328230552874443138e+00 0.000000000000000000e+00
1.313435448577680575e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.329591575780425750e+00 0.000000000000000000e+00
1.315437636761487838e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.330945192017233492e+00 0.000000000000000000e+00
1.317439824945295379e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.332291448257126643e+00 0.000000000000000000e+00
1.319442013129102920e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.333630390654977127e+00 0.000000000000000000e+00
1.321444201312910183e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.334962064855217623e+00 0.000000000000000000e+00
1.323446389496717723e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.336286515998704072e+00 0.000000000000000000e+00
1.325448577680525264e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.337603788729561316e+00 0.000000000000000000e+00
1.327450765864332527e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.338913927202180609e+00 0.000000000000000000e+00
1.329452954048140068e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.340216975089770557e+00 0.000000000000000000e+00
1.331455142231947331e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.341512975611633518e+00 0.000000000000000000e+00
1.333457330415754871e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.342801971647774817e+00 0.000000000000000000e+00
1.335459518599562412e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.344084005538520366e+00 0.000000000000000000e+00
1.337461706783369675e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.345359119081188215e+00 0.000000000000000000e+00
1.339463894967177215e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.346627353612991129e+00 0.000000000000000000e+00
1.341466083150984756e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.347888750022920412e+00 0.000000000000000000e+00
1.343468271334792019e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.349143348757662952e+00 0.000000000000000000e+00
1.345470459518599560e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.350391189827015115e+00 0.000000000000000000e+00
1.347472647702407100e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.351632312809468939e+00 0.000000000000000000e+00
1.349474835886214363e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.352866756857583841e+00 0.000000000000000000e+00
1.351477024070021904e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.354094560703124284e+00 0.000000000000000000e+00
1.353479212253829167e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.355315762662497647e+00 0.000000000000000000e+00
1.355481400437636708e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.356530400641557943e+00 0.000000000000000000e+00
1.357483588621444248e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.357738512140865161e+00 0.000000000000000000e+00
1.359485776805251511e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.358940134260441912e+00 0.000000000000000000e+00
1.361487964989059052e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.360135303704699261e+00 0.000000000000000000e+00
1.363490153172866592e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.361324056787141856e+00 0.000000000000000000e+00
1.365492341356673855e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.362506429435077493e+00 0.000000000000000000e+00
1.367494529540481396e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.363682457194167696e+00 0.000000000000000000e+00
1.369496717724288937e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.364852175232969866e+00 0.000000000000000000e+00
1.371498905908096200e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.366015618347374616e+00 0.000000000000000000e+00
1.373501094091903740e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.367172820964909885e+00 0.000000000000000000e+00
1.375503282275711003e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.368323817149105448e+00 0.000000000000000000e+00
1.377505470459518544e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.369468640603645149e+00 0.000000000000000000e+00
1.379507658643326085e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.370607324676520467e+00 0.000000000000000000e+00
1.381509846827133348e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.371739902364132124e+00 0.000000000000000000e+00
1.383512035010940888e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.372866406315190968e+00 0.000000000000000000e+00
1.385514223194748429e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.373986868834829789e+00 0.000000000000000000e+00
1.387516411378555692e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.375101321888275940e+00 0.000000000000000000e+00
1.389518599562363232e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.376209797104838817e+00 0.000000000000000000e+00
1.391520787746170773e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.377312325781579361e+00 0.000000000000000000e+00
1.393522975929978036e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.378408938887134561e+00 0.000000000000000000e+00
1.395525164113785577e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.379499667065519741e+00 0.000000000000000000e+00
